galname,rah,ram,ras,decsign,decd,decm,decs,glat_orig,semimajor,semiminor,posang,nhcon,fnu_12,fqual_12,fnu_25,fqual_25,fnu_60,fqual_60,fnu_100,fqual_100,fir,fqfir,relunc_12,relunc_25,relunc_60,relunc_100,cc_12,cc_25,cc_60,cc_100,cirr1,cirr2,confuse,pnearh,pnearw,hsdflag,ses1_12,ses1_25,ses1_60,ses1_100,ses2,nsss,sssname,dissss,nongal,idngal,dsngal,nrecs,rat_12_25,err_12_25,rat_25_60,err_25_60,rat_60_100,err_60_100,glon,glat,elon,elat,ra,dec,cra,cdec,ra1950,dec1950,cra1950,cdec1950,ROW_IDX,ROW_NUM
04594-1419,4,59,25.5,-,14,19,57,-31,28,10,84,3,0.25,L,0.28,L,1.46,,2.31,,-13.12,,,,C,B,,F,A,A,4,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.8929,0,0.1918,0,0.6320,0,213.9742,-30.6435,72.2686,-36.8077,75.4283,-14.2611,050142.8,-141540,74.8562,-14.3325,045925.5,-141957,3138,3138
04594-1514,4,59,27.2,-,15,14,3,-31,58,15,79,2,0.25,L,0.25,L,0.39,:,1.33,:,-13.53,:,,,D,E,,,B,C,2,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.6410,0,0.2932,0,214.9412,-30.9949,72.1292,-37.7026,75.4308,-15.1628,050143.4,-150946,74.8633,-15.2342,045927.2,-151403,3139,3139
04595+0734,4,59,32.4,+,7,34,4,-20,79,20,86,3,0.25,L,0.25,L,0.36,:,1.85,,-13.46,:,,,F,C,L,,E,E,2,4,0,0,0,0,0,0,0,1,,null,,null,null,,null,1,1.0000,0,0.6944,0,0.1946,0,192.6450,-20.1164,75.1718,-15.0604,75.5615,7.6388,050214.8,+073820,74.8850,7.5678,045932.4,+073404,3140,3140
04595-1813,4,59,34.4,-,18,13,53,-32,25,4,82,3,0.32,L,0.30,,4.19,,8.59,,-12.61,,,C,C,C,E,C,A,A,7,3,0,0,0,0,0,2,0,0,2,null,,null,null,,null,4,1.0667,0,0.0716,0,0.4878,0,218.2086,-32.1050,71.6479,-40.6766,75.4455,-18.1601,050146.9,-180936,74.8933,-18.2314,045934.4,-181353,3141,3141
04597-0818,4,59,45.3,-,8,18,41,-28,31,8,84,3,0.25,L,0.25,L,1.30,,4.57,,-13.00,,,,C,C,E,F,A,A,9,6,0,0,0,8,0,0,1,0,,null,,null,null,,null,1,1.0000,0,0.1923,0,0.2845,0,207.7623,-28.0081,73.2716,-30.8439,75.5402,-8.2404,050209.6,-081426,74.9388,-8.3114,045945.3,-081841,3142,3142
04599-1025,4,59,58.3,-,10,25,36,-29,39,11,84,3,0.25,L,0.25,L,0.75,,2.57,,-13.25,,,,C,D,,G,B,A,7,5,0,0,0,8,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.3333,0,0.2918,0,209.9483,-28.8931,73.0312,-32.9500,75.5841,-10.3559,050220.2,-102121,74.9929,-10.4267,045958.3,-102536,3143,3143
05000-0826,5,0,1.6,-,8,26,16,-28,23,19,72,3,0.25,L,0.25,L,0.53,:,3.63,,-13.20,:,,,D,C,,,E,B,9,6,8,0,0,8,0,0,4,3,4,null,,null,null,,null,1,1.0000,0,0.4717,0,0.1460,0,207.9244,-28.0047,73.3316,-30.9774,75.6075,-8.3671,050225.8,-082202,75.0067,-8.4378,050001.6,-082616,3144,3144
04240+6925,4,24,2.4,+,69,25,16,14,34,8,70,3,0.25,L,0.16,:,1.44,,3.43,,-13.05,,,E,C,C,H,H,A,B,4,4,8,0,1,0,0,2,0,3,A,null,,null,null,,null,1,1.5625,0,0.1111,0,0.4198,0,140.0085,14.2617,78.6061,46.9870,67.3333,69.5313,042920.0,+693153,66.0100,69.4211,042402.4,+692516,3145,3145
04241-2049,4,24,9.7,-,20,49,48,-41,61,14,89,2,0.25,L,0.27,L,0.79,,1.90,,-13.31,,,,D,C,,E,B,B,0,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.9259,0,0.3418,0,0.4158,0,217.6708,-40.8313,60.1131,-41.7585,66.5843,-20.7181,042620.2,-204305,66.0404,-20.8300,042409.7,-204948,3146,3146
04243+3049,4,24,21.6,+,30,49,45,-12,33,7,80,3,2.22,,0.72,,0.68,,2.64,L,-13.26,L,B,D,C,,A,B,E,A,9,6,0,0,0,8,0,0,2,0,,null,,null,null,,null,1,3.0833,0,1.0588,0,0.2576,0,168.2129,-12.3560,70.0608,9.0872,66.8833,30.9402,042732.0,+305625,66.0900,30.8292,042421.6,+304945,3147,3147
04247-0614,4,24,44.2,-,6,14,3,-35,24,10,78,6,0.25,L,0.25,L,1.22,,2.61,,-13.14,,,,B,B,,E,A,A,7,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,2,1.0000,0,0.2049,0,0.4674,0,200.8560,-34.7191,63.7972,-27.4762,66.7971,-6.1231,042711.3,-060723,66.1842,-6.2342,042444.2,-061403,3148,3148
04249-4920,4,24,55.4,-,49,20,38,-44,33,16,42,3,0.25,L,0.65,L,0.41,,0.82,,-13.62,,,,D,D,,J,D,D,2,4,0,1,0,0,0,0,1,0,,null,,null,null,,null,1,0.3846,0,1.5854,0,0.5000,0,256.3362,-43.5724,43.7449,-68.9402,66.5749,-49.2324,042618.0,-491357,66.2308,-49.3439,042455.4,-492038,3149,3149
04250+3930,4,25,0.3,+,39,30,52,-6,50,11,79,3,0.26,L,0.25,L,0.90,,1.85,L,-13.28,L,,,C,,,,B,C,2,7,0,0,1,0,0,0,0,0,,null,,null,null,,null,1,1.0400,0,0.2778,0,0.4865,0,161.8977,-6.3015,71.6721,17.6311,67.1031,39.6246,042824.7,+393729,66.2513,39.5144,042500.3,+393052,3150,3150
04250-1056,4,25,4.9,-,10,56,7,-37,46,20,83,3,0.34,L,0.25,L,0.40,L,1.34,,-13.53,L,,,,D,K,L,,D,7,6,0,1,0,0,0,0,2,4,C,null,,null,null,,null,1,1.3600,0,0.6250,0,0.2985,0,206.0368,-36.8282,62.8917,-32.1120,66.8619,-10.8245,042726.9,-104928,66.2704,-10.9353,042504.9,-105607,3151,3151
04253-5317,4,25,21.8,-,53,17,50,-43,14,9,99,4,0.25,L,0.25,L,0.83,,1.64,,-13.32,,,,B,D,M,,A,B,1,3,0,0,0,0,0,0,2,0,4,null,,null,null,,null,1,1.0000,0,0.3012,0,0.5061,0,261.6729,-42.8570,38.0923,-72.4284,66.6396,-53.1861,042633.5,-531110,66.3408,-53.2972,042521.8,-531750,3152,3152
04255+4829,4,25,34.9,+,48,29,6,0,21,7,81,4,2.50,,3.02,,29.94,,76.78,:,-11.71,:,B,B,C,D,B,A,A,A,3,2,8,1,1,8,4,5,6,5,F,1,X0425+484,35,null,,null,1,0.8278,0,0.1009,0,0.3899,0,155.4944,-0.0051,73.4550,26.4492,67.3257,48.5944,042918.2,+483540,66.3954,48.4850,042534.9,+482906,3153,3153
04256-1207,4,25,36.2,-,12,7,23,-37,64,8,78,2,0.32,,0.25,L,0.40,L,1.09,L,-13.57,L,E,,,,C,,J,,1,5,0,0,0,0,0,0,0,0,,null,,null,1,1,3,1,1.2800,0,0.6250,0,0.3670,0,207.4465,-37.2291,62.7729,-33.3025,66.9868,-12.0129,042756.8,-120046,66.4008,-12.1231,042536.2,-120723,3154,3154
04257-4913,4,25,42.4,-,49,13,30,-43,13,5,71,5,0.25,L,0.48,,3.77,,5.09,,-12.73,,,B,B,B,K,A,A,A,1,2,8,0,0,0,0,2,0,0,2,null,,null,null,,null,1,0.5208,0,0.1273,0,0.7407,0,256.1506,-43.4613,44.2098,-68.8904,66.7715,-49.1144,042705.2,-490652,66.4267,-49.2250,042542.4,-491330,3155,3155
04257-4739,4,25,44.0,-,47,39,28,-44,37,13,83,3,0.25,L,0.25,L,0.60,,1.38,,-13.43,,,,C,C,,G,C,C,0,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.4167,0,0.4348,0,254.0019,-43.6374,46.0276,-67.4761,66.7940,-47.5472,042710.6,-473250,66.4333,-47.6578,042544.0,-473928,3156,3156
04257+7310,4,25,47.4,+,73,10,16,17,36,12,72,3,0.25,L,0.16,:,0.81,,1.26,,-13.37,,,D,B,D,,F,A,B,0,6,0,0,0,0,0,0,1,0,,null,,null,null,,null,1,1.5625,0,0.1975,0,0.6429,0,137.2032,16.8656,80.1998,50.5900,67.9393,73.2790,043145.4,+731644,66.4475,73.1711,042547.4,+731016,3157,3157
04258-0517,4,25,50.9,-,5,17,23,-34,51,16,85,3,0.25,L,0.25,L,0.47,:,1.62,,-13.45,:,,,C,B,D,,C,C,1,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.5319,0,0.2901,0,200.0240,-34.0142,64.2928,-26.5967,67.0792,-5.1799,042819.0,-051048,66.4621,-5.2897,042550.9,-051723,3158,3158
04259-1216,4,25,54.2,-,12,16,12,-37,121,25,77,2,0.69,L,0.48,L,0.40,L,1.09,,-13.57,L,,,,D,,,K,D,1,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.4375,0,1.2000,0,0.3670,0,207.6526,-37.2256,62.8256,-33.4607,67.0611,-12.1602,042814.7,-120937,66.4758,-12.2700,042554.2,-121612,3159,3159
04260+6444,4,26,3.5,+,64,44,25,11,17,6,74,3,0.68,,6.84,,46.68,,51.71,,-11.66,,B,B,C,F,B,A,A,A,7,2,0,0,0,8,0,3,1,1,2,null,,null,null,,null,1,0.0994,0,0.1465,0,0.9027,0,143.6804,11.2407,77.3887,42.3826,67.7000,64.8485,043048.0,+645055,66.5146,64.7403,042603.5,+644425,3160,3160
04261+0738,4,26,7.1,+,7,38,37,-27,24,12,81,3,0.25,L,0.25,L,0.59,,1.61,,-13.40,,,,C,C,,H,C,B,6,6,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.4237,0,0.3665,0,187.4666,-26.9053,66.7080,-13.8621,67.2048,7.7530,042849.1,+074511,66.5296,7.6436,042607.1,+073837,3161,3161
04262-7441,4,26,16.3,-,74,41,3,-35,32,8,151,4,0.25,L,0.25,L,0.41,,1.30,,-13.53,,,,C,C,J,C,C,C,7,6,0,1,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.6098,0,0.3154,0,287.7207,-35.4956,303.7744,-78.9022,66.2799,-74.5728,042507.2,-743422,66.5679,-74.6842,042616.3,-744103,3162,3162
04263+7627,4,26,22.8,+,76,27,32,19,23,7,70,3,0.25,L,0.24,:,1.91,,4.69,,-12.92,,,D,C,C,,B,A,A,2,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0417,0,0.1257,0,0.4072,0,134.6108,19.0405,81.6481,53.7559,68.3073,76.5656,043313.8,+763356,66.5950,76.4589,042622.8,+762732,3163,3163
04265-4801,4,26,33.9,-,48,1,7,-43,20,8,86,3,0.25,L,0.21,:,1.85,,3.66,,-12.97,,,E,B,C,,B,A,A,0,2,0,1,0,0,0,0,0,0,,null,,null,null,,null,1,1.1905,0,0.1135,0,0.5055,0,254.4771,-43.4612,45.9656,-67.8622,66.9979,-47.9090,042759.5,-475432,66.6413,-48.0186,042633.9,-480107,3164,3164
05518+1509,5,51,48.5,+,15,9,46,-5,28,6,90,3,0.25,L,0.26,:,2.03,,4.56,,-12.91,,,F,C,C,,B,A,A,0,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.9615,0,0.1281,0,0.4452,0,192.9190,-5.2358,88.7008,-8.2623,88.6681,15.1710,055440.3,+151016,87.9521,15.1628,055148.5,+150946,3165,3165
05520-3245,5,52,1.2,-,32,45,9,-26,22,10,86,3,0.25,L,0.25,L,1.61,,3.38,,-13.02,,,,C,C,,D,A,A,0,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.1553,0,0.4763,0,238.2861,-25.6393,87.6827,-56.1709,88.4666,-32.7439,055352.0,-324438,88.0050,-32.7525,055201.2,-324509,3166,3166
05524+4832,5,52,27.0,+,48,32,8,12,28,7,89,4,0.25,L,0.25,L,0.71,,5.09,,-13.06,,,,C,D,L,,B,B,9,4,8,0,0,8,0,0,4,3,C,null,,null,null,,null,1,1.0000,0,0.3521,0,0.1395,0,163.9587,11.6113,89.3185,25.1053,89.0680,48.5424,055616.3,+483233,88.1125,48.5356,055227.0,+483208,3167,3167
05524-1508,5,52,29.0,-,15,8,33,-19,48,14,90,3,0.25,L,0.25,L,0.61,,1.92,,-13.36,,,,C,C,,,C,C,0,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.4098,0,0.3177,0,220.5145,-19.2331,88.3776,-38.5666,88.6861,-15.1347,055444.7,-150805,88.1208,-15.1425,055229.0,-150833,3168,3168
05525+8425,5,52,33.8,+,84,25,6,26,42,13,82,3,0.25,L,0.25,L,0.57,,1.11,:,-13.49,:,,,C,C,,D,C,C,0,4,0,0,0,0,0,0,0,1,,null,,null,null,,null,1,1.0000,0,0.4386,0,0.5135,0,129.0198,25.9106,90.3267,60.9815,91.6297,84.4189,060631.1,+842508,88.1408,84.4183,055233.8,+842506,3169,3169
05526-2535,5,52,41.9,-,25,35,29,-23,29,10,25,3,0.25,L,0.25,L,0.98,,1.82,,-13.26,,,,C,C,,H,A,C,1,2,0,1,0,0,0,0,1,0,,null,,null,null,,null,1,1.0000,0,0.2551,0,0.5385,0,230.8996,-23.1735,88.1869,-49.0147,88.6819,-25.5837,055443.6,-253501,88.1746,-25.5914,055241.9,-253529,3170,3170
05530+0323,5,53,5.0,+,3,23,8,-11,22,6,88,3,0.46,,1.91,,6.61,,5.81,:,-12.54,:,C,C,C,D,B,A,A,A,7,6,0,1,0,8,0,1,0,0,,null,,null,null,,null,1,0.2408,0,0.2890,0,1.1377,0,203.4251,-10.7729,88.8605,-20.0427,88.9279,3.3924,055542.7,+032333,88.2708,3.3856,055305.0,+032308,3171,3171
05531-3946,5,53,11.0,-,39,46,33,-27,32,11,14,3,0.25,L,0.25,L,0.73,,1.68,,-13.35,,,,C,D,,,B,B,1,3,0,2,0,0,0,0,2,0,4,null,,null,null,,null,1,1.0000,0,0.3425,0,0.4345,0,245.9105,-27.3207,87.7915,-63.1979,88.7048,-39.7685,055449.1,-394607,88.2958,-39.7758,055311.0,-394633,3172,3172
05537+4314,5,53,45.4,+,43,14,1,9,67,11,87,3,0.27,L,0.25,L,0.64,,1.00,L,-13.48,L,,,C,,,,C,F,1,6,0,1,0,0,0,1,0,0,,null,,null,null,,null,1,1.0800,0,0.3906,0,0.6400,0,168.7937,9.2542,89.4899,19.8009,89.3414,43.2390,055721.9,+431420,88.4392,43.2336,055345.4,+431401,3173,3173
05539-4515,5,53,57.7,-,45,15,56,-28,26,8,88,4,0.25,L,0.25,L,0.65,,1.08,,-13.46,,,,B,D,,H,B,B,0,5,0,0,0,0,0,0,2,0,,null,,null,null,,null,1,1.0000,0,0.3846,0,0.6019,0,252.0029,-28.3944,87.7721,-68.6895,88.8501,-45.2591,055524.0,-451533,88.4904,-45.2656,055357.7,-451556,3174,3174
05542-1941,5,54,15.5,-,19,41,51,-21,25,7,92,4,0.25,L,0.22,:,2.41,,5.19,,-12.84,,,D,C,C,F,D,A,A,0,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.1364,0,0.0913,0,0.4644,0,225.1376,-20.6630,88.8458,-43.1275,89.1055,-19.6918,055625.3,-194131,88.5646,-19.6975,055415.5,-194151,3175,3175
05542-2609,5,54,16.3,-,26,9,58,-23,38,13,92,3,0.25,L,0.25,L,0.64,,1.56,,-13.39,,,,D,C,,D,B,B,0,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.3906,0,0.4103,0,231.6194,-23.0426,88.7143,-49.5955,89.0717,-26.1604,055617.2,-260937,88.5679,-26.1661,055416.3,-260958,3176,3176
05544+4650,5,54,26.6,+,46,50,27,11,32,6,88,4,0.25,L,0.32,L,1.76,,4.07,,-12.97,,,,C,C,,J,A,A,0,4,0,0,0,0,1,0,0,0,,null,,null,null,,null,1,0.7812,0,0.1818,0,0.4324,0,165.6413,11.0983,89.6631,23.4066,89.5482,46.8453,055811.6,+465043,88.6108,46.8408,055426.6,+465027,3177,3177
05544-3809,5,54,26.8,-,38,9,35,-27,26,9,95,4,0.25,L,0.18,,1.33,,2.73,,-13.11,,,D,B,B,,D,A,A,0,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.3889,0,0.1353,0,0.4872,0,244.2248,-26.6757,88.4024,-61.5879,89.0335,-38.1540,055608.0,-380914,88.6117,-38.1597,055426.8,-380935,3178,3178
05550+4030,5,55,1.2,+,40,30,45,8,44,9,87,3,0.25,L,0.35,L,0.99,,2.20,,-13.22,,,,C,C,,E,A,B,7,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,3,0.7143,0,0.3535,0,0.4500,0,171.3123,8.1312,89.7083,17.0775,89.6334,40.5164,055832.0,+403059,88.7550,40.5125,055501.2,+403045,3179,3179
05552+5425,5,55,17.2,+,54,25,1,15,34,10,87,3,0.25,L,0.25,L,1.16,,3.64,,-13.08,,,,C,C,L,G,A,B,1,3,0,0,0,0,0,0,0,1,,null,,null,null,,null,1,1.0000,0,0.2155,0,0.3187,0,158.8180,14.7320,89.8989,30.9809,89.8513,54.4202,055924.3,+542513,88.8217,54.4169,055517.2,+542501,3180,3180
05554-1835,5,55,27.3,-,18,35,57,-20,30,11,91,4,0.27,L,0.25,L,0.59,,1.41,,-13.43,,,,B,D,H,,B,B,0,4,0,0,0,0,0,0,1,0,,null,,null,null,,null,1,1.0800,0,0.4237,0,0.4184,0,224.1773,-19.9735,89.2477,-42.0327,89.4107,-18.5950,055738.6,-183542,88.8637,-18.5992,055527.3,-183557,3181,3181
05557-2005,5,55,43.4,-,20,5,20,-20,34,13,90,4,0.25,L,0.25,L,0.44,,1.74,,-13.44,,,,C,B,,L,C,B,0,5,0,0,0,0,0,0,2,0,4,null,,null,null,,null,2,1.0000,0,0.5682,0,0.2529,0,225.6654,-20.4968,89.3128,-43.5230,89.4696,-20.0850,055752.7,-200506,88.9308,-20.0889,055543.4,-200520,3182,3182
05558-1636,5,55,50.1,-,16,36,50,-19,29,10,91,4,0.25,L,0.29,L,0.75,,2.38,,-13.26,,,,B,B,,B,B,B,3,5,0,0,0,0,0,1,2,0,4,null,,null,null,,null,1,0.8621,0,0.3867,0,0.3151,0,222.2847,-19.0971,89.3942,-40.0484,89.5163,-16.6102,055803.9,-163637,88.9587,-16.6139,055550.1,-163650,3183,3183
05559-2311,5,55,55.4,-,23,11,31,-22,23,12,27,4,0.25,L,0.25,L,0.50,,1.05,,-13.53,,,,C,C,I,,D,E,0,4,0,1,0,0,0,0,1,0,,null,,null,null,,null,1,1.0000,0,0.5000,0,0.4762,0,228.7632,-21.6257,89.3334,-46.6264,89.5021,-23.1882,055800.5,-231118,88.9808,-23.1919,055555.4,-231131,3184,3184
05562-6933,5,56,12.1,-,69,33,58,-30,12,3,6,6,0.22,,0.58,,4.46,,8.00,,-12.61,,C,B,B,B,G,A,A,A,5,6,0,1,0,0,0,2,0,0,,null,,null,null,,null,1,0.3793,0,0.1300,0,0.5575,0,279.8577,-30.1337,277.0027,-86.9738,88.9436,-69.5612,055546.5,-693340,89.0504,-69.5661,055612.1,-693358,3185,3185
05563-3820,5,56,19.7,-,38,20,12,-26,18,9,92,4,0.53,,0.69,,0.42,L,1.00,L,-13.58,L,B,B,,,C,A,E,H,0,5,0,0,0,0,0,1,0,0,,null,,null,null,,null,1,0.7681,0,1.6429,0,0.4200,0,244.5237,-26.3654,89.1747,-61.7711,89.5025,-38.3332,055800.6,-382000,89.0821,-38.3367,055619.7,-382012,3186,3186
05565-3453,5,56,31.9,-,34,53,28,-25,36,12,90,4,0.42,L,0.25,L,0.40,,1.29,L,-13.54,L,,,C,,B,J,D,C,0,4,0,0,1,0,0,0,0,0,,null,,null,null,,null,1,1.6800,0,0.6250,0,0.3101,0,240.8562,-25.3728,89.3426,-58.3263,89.5793,-34.8880,055819.0,-345317,89.1329,-34.8911,055631.9,-345328,3187,3187
05567+5333,5,56,44.0,+,53,33,28,15,69,22,87,3,0.27,L,0.25,L,0.44,L,1.62,,-13.46,L,,,,D,,,E,C,1,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0800,0,0.5682,0,0.2716,0,159.7100,14.5355,90.1378,30.1201,90.2009,53.5593,060048.2,+533333,89.1833,53.5578,055644.0,+533328,3188,3188
05576+6522,5,57,36.8,+,65,22,15,20,44,10,86,3,0.25,L,0.25,L,1.01,,3.02,,-13.15,,,,C,C,,E,B,A,0,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.2475,0,0.3344,0,148.5567,19.6375,90.3646,41.9322,90.6511,65.3707,060236.3,+652214,89.4033,65.3708,055736.8,+652215,3189,3189
05576-7655,5,57,39.2,-,76,55,24,-30,19,8,101,4,0.25,L,0.25,L,0.83,,2.32,,-13.25,,,,D,B,G,H,A,B,0,6,0,0,0,0,0,0,2,0,4,null,,null,null,,null,1,1.0000,0,0.3012,0,0.3578,0,288.3131,-29.5310,271.4396,-79.6359,88.8552,-76.9191,055525.2,-765509,89.4133,-76.9233,055739.2,-765524,3190,3190
05578-5333,5,57,53.6,-,53,33,59,-29,31,8,88,4,0.25,L,0.25,L,1.53,,3.75,,-13.01,,,,C,B,,G,A,B,3,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.1634,0,0.4080,0,261.4650,-29.1342,89.3045,-77.0031,89.7367,-53.5644,055856.8,-533352,89.4733,-53.5664,055753.6,-533359,3191,3191
05580-5128,5,58,1.9,-,51,28,16,-29,25,9,14,4,0.28,L,0.25,L,0.60,,2.20,,-13.32,,,,C,C,G,L,C,B,1,4,0,0,1,0,0,0,0,0,,null,,null,null,,null,1,1.1200,0,0.4167,0,0.2727,0,259.0977,-28.8154,89.5185,-74.9084,89.7988,-51.4694,055911.7,-512810,89.5079,-51.4711,055801.9,-512816,3192,3192
05581-1610,5,58,6.1,-,16,10,5,-18,31,8,93,3,0.25,L,0.24,:,2.01,,4.53,,-12.91,,,E,C,C,,E,A,A,7,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0417,0,0.1194,0,0.4437,0,222.0881,-18.4191,90.1061,-39.6064,90.0853,-16.1671,060020.5,-161002,89.5254,-16.1681,055806.1,-161005,3193,3193
05581-5907,5,58,11.0,-,59,7,49,-30,42,8,12,3,0.25,L,0.25,L,0.43,:,1.67,,-13.45,:,,,C,E,,J,D,C,2,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.0000,0,0.5814,0,0.2575,0,267.8219,-29.6819,88.8917,-82.5667,89.7206,-59.1285,055852.9,-590742,89.5458,-59.1303,055811.0,-590749,3194,3194
12570-2919,12,57,3.4,-,29,19,59,33,53,12,114,2,0.26,L,0.29,L,1.62,,4.03,,-12.99,,,,D,C,L,M,B,A,0,2,0,1,0,0,0,0,0,0,,null,,null,null,,null,1,0.8966,0,0.1790,0,0.4020,0,305.0993,33.2342,205.5843,-21.3477,194.9445,-29.6025,125946.7,-293609,194.2642,-29.3331,125703.4,-291959,3195,3195
12571+8422,12,57,7.1,+,84,22,20,33,43,11,176,4,0.38,L,0.25,L,0.39,,0.94,,-13.61,,,,C,F,,,E,B,4,6,0,0,0,0,0,1,0,0,,null,,null,null,,null,1,1.5200,0,0.6410,0,0.4149,0,122.7627,33.0240,104.9693,67.3211,194.2407,84.1025,125657.8,+840609,194.2796,84.3722,125707.1,+842220,3196,3196
12572-0828,12,57,14.0,-,8,28,29,54,38,10,113,2,0.65,L,0.88,L,1.51,,3.35,,-13.04,,,,C,C,M,M,B,A,0,2,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.7386,0,0.5828,0,0.4507,0,306.4708,54.0699,197.1433,-2.1772,194.9597,-8.7441,125950.3,-084439,194.3083,-8.4747,125714.0,-082829,3197,3197
12573+2204,12,57,20.3,+,22,4,58,84,45,9,114,2,0.25,L,0.26,:,2.39,,4.02,,-12.89,,,F,C,D,,F,A,A,0,1,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.9615,0,0.1088,0,0.5945,0,323.0438,84.3562,184.5818,25.8599,194.9469,21.8135,125947.3,+214848,194.3346,22.0828,125720.3,+220458,3198,3198
12575-3559,12,57,33.5,-,35,59,53,27,73,24,115,2,0.44,L,0.26,L,0.56,,1.29,L,-13.46,L,,,F,,,M,G,I,1,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.6923,0,0.4643,0,0.4341,0,304.9353,26.5699,208.7887,-27.3413,195.0820,-36.2673,130019.7,-361602,194.3896,-35.9981,125733.5,-355953,3199,3199
12576+3342,12,57,40.3,+,33,42,20,83,67,13,121,2,0.25,L,0.30,L,0.93,,2.47,,-13.21,,,,C,E,,F,B,B,0,2,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.8333,0,0.3226,0,0.3765,0,107.0494,83.4244,178.5167,36.2649,195.0117,33.4363,130002.8,+332611,194.4179,33.7056,125740.3,+334220,3200,3200
12577-5637,12,57,42.7,-,56,37,42,6,41,10,126,3,0.25,L,0.25,L,0.71,,8.02,L,-12.91,L,,,C,,,F,B,C,8,6,0,1,0,8,0,0,1,0,,null,,null,1,A,20,1,1.0000,0,0.3521,0,0.0885,0,304.2043,5.9513,221.3818,-45.3731,195.1771,-56.8976,130042.5,-565351,194.4279,-56.6283,125742.7,-563742,3201,3201
12577-1500,12,57,47.9,-,15,0,53,48,36,11,113,2,0.25,L,0.34,L,2.24,,7.00,,-12.79,,,,D,D,M,,A,A,2,1,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.7353,0,0.1518,0,0.3200,0,306.1473,47.5316,199.8143,-8.1539,195.1095,-15.2839,130026.3,-151702,194.4496,-15.0147,125747.9,-150053,3202,3202
12578-2150,12,57,48.8,-,21,50,29,41,56,10,114,2,0.25,L,0.45,L,1.37,,2.14,,-13.15,,,,D,C,,D,A,A,0,4,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,0.5556,0,0.3285,0,0.6402,0,305.6985,40.7125,202.5552,-14.4298,195.1227,-22.1106,130029.4,-220638,194.4533,-21.8414,125748.8,-215029,3203,3203
12578-3231,12,57,52.9,-,32,31,36,30,54,14,114,2,0.45,L,0.25,L,0.60,,1.35,:,-13.44,:,,,C,E,,,B,D,1,5,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.8000,0,0.4167,0,0.4444,0,305.1625,30.0361,207.2063,-24.1751,195.1567,-32.7959,130037.6,-324745,194.4704,-32.5267,125752.9,-323136,3204,3204
12579-0635,12,57,57.1,-,6,35,0,56,56,11,113,2,0.56,L,0.34,L,0.75,,1.50,:,-13.36,:,,,C,D,N,,B,D,1,3,0,0,0,0,0,0,0,0,,null,,null,null,,null,1,1.6471,0,0.4533,0,0.5000,0,306.9725,55.9478,196.5785,-0.3633,195.1370,-6.8525,130032.9,-065109,194.4879,-6.5833,125757.1,-063500,3205,3205
12580-1423,12,58,1.7,-,14,23,58,48,34,9,87,2,0.25,L,0.33,L,1.41,,2.76,,-13.09,,,,F,C,,J,A,A,2,3,0,2,1,0,0,0,0,0,,null,,null,null,,null,1,0.7576,0,0.2340,0,0.5109,0,306.2773,48.1432,199.6245,-7.5654,195.1663,-14.6686,130039.9,-144007,194.5071,-14.3994,125801.7,-142358,3206,3206
